OrderID,Customer_Name,Category,Sub_Category,City,Order_Date, Order_Year,Order_Month, Order_Quarter,Region,Sales,Discount,Profit,State
OD4175,Ganesh,Fruits & Veggies,Organic Fruits,Lucknow,2020-03-10,2020,Mar,Q1,North,1233,0.14,172.62,Uttar Pradesh
OD4176,Harish,Bakery,Biscuits,Ranchi,2017-12-10,2017,Dec,Q4,East,635,0.11,241.3,Jharkhand
OD4177,Komal,"Eggs, Meat & Fish",Mutton,Bhopal,2017-04-11,2017,Apr,Q2,Central,2310,0.12,831.6,Madhya Pradesh
OD4178,Haseena,Fruits & Veggies,Fresh Vegetables,Jaipur,2019-06-05,2019,Jun,Q2,West,2427,0.14,1067.88,Rajasthan
OD4179,Sheeba,Fruits & Veggies,Organic Vegetables,Lucknow,2017-11-11,2017,Nov,Q4,North,1834,0.34,128.38,Uttar Pradesh
OD4180,Sharon,"Eggs, Meat & Fish",Eggs,Bhopal,2019-02-06,2019,Feb,Q1,Central,1476,0.34,501.84,Madhya Pradesh
OD4181,Anu,"Eggs, Meat & Fish",Fish,Shimla,2020-07-10,2020,Jul,Q3,North,2233,0.31,491.26,Himachal Pradesh
OD4182,Vidya,Bakery,Breads & Buns,Jaipur,2019-10-09,2019,Oct,Q4,West,2265,0.22,249.15,Rajasthan
OD4183,Shah,Bakery,Breads & Buns,Unknown,2017-05-07,2017,May,Q2,Others,1497,0.33,359.28,Andhra Pradesh
OD4184,Amrish,Food Grains,Rice,Unknown,2018-11-10,2018,Nov,Q4,Others,890,0.27,133.5,Andhra Pradesh
OD4185,Esther,Oil & Masala,Edible Oil & Ghee,Ahmedabad,2019-11-07,2019,Nov,Q4,West,979,0.13,195.8,Gujarat
OD4186,Komal,Food Grains,Atta & Flour,Ranchi,2019-12-06,2019,Dec,Q4,East,1887,0.14,566.1,Jharkhand
OD4187,Sabeela,Oil & Masala,Edible Oil & Ghee,Bengaluru,2017-01-11,2017,Jan,Q1,South,2325,0.25,465,Karnataka
OD4188,Kumar,Oil & Masala,Edible Oil & Ghee,Jaipur,2017-12-10,2017,Dec,Q4,West,2142,0.13,342.72,Rajasthan
OD4189,Ramesh,Food Grains,Rice,Ranchi,2018-12-10,2018,Dec,Q4,East,2217,0.13,288.21,Jharkhand
OD4190,Veena,Snacks,Cookies,Lucknow,2020-02-03,2020,Feb,Q1,North,571,0.21,251.24,Uttar Pradesh
OD4191,Yusuf,Bakery,Cakes,Shimla,2018-07-03,2018,Jul,Q3,North,2490,0.25,473.1,Himachal Pradesh
OD4192,Aditi,Beverages,Soft Drinks,Lucknow,2016-05-08,2016,May,Q2,North,899,0.23,143.84,Uttar Pradesh
OD4193,Rumaiza,Snacks,Noodles,Ahmedabad,2017-05-05,2017,May,Q2,West,882,0.15,273.42,Gujarat
OD4194,Vinne,Food Grains,Organic Staples,Hyderabad,2020-02-12,2020,Feb,Q1,South,609,0.3,249.69,Telangana
OD4195,Veronica,"Eggs, Meat & Fish",Eggs,Lucknow,2016-10-09,2016,Oct,Q4,North,1175,0.35,493.5,Uttar Pradesh
OD4196,Ridhesh,Fruits & Veggies,Organic Vegetables,Unknown,2020-02-03,2020,Feb,Q1,Others,2238,0.22,537.12,Andhra Pradesh
OD4197,Ram,Snacks,Noodles,Gurugram,2018-06-04,2018,Jun,Q2,North,2213,0.1,553.25,Haryana
OD4198,Ram,"Eggs, Meat & Fish",Mutton,Amritsar,2018-04-02,2018,Apr,Q2,North,1936,0.11,851.84,Punjab
OD4199,Shah,Snacks,Cookies,Gurugram,2017-05-07,2017,May,Q2,North,1293,0.34,168.09,Haryana
OD4200,Komal,Fruits & Veggies,Fresh Fruits,Bhopal,2020-03-04,2020,Mar,Q1,Central,1647,0.21,625.86,Madhya Pradesh
OD4201,Sudha,Beverages,Soft Drinks,Hyderabad,2019-01-07,2019,Jan,Q1,South,893,0.23,392.92,Telangana
OD4202,Akash,Fruits & Veggies,Organic Fruits,New Delhi,2019-01-09,2019,Jan,Q1,North,2013,0.29,845.46,Delhi
OD4203,Muneer,Food Grains,Atta & Flour,Amritsar,2019-06-01,2019,Jun,Q2,North,1188,0.31,522.72,Punjab
OD4204,Hafiz,Snacks,Chocolates,Lucknow,2017-11-11,2017,Nov,Q4,North,923,0.16,415.35,Uttar Pradesh
OD4205,Ridhesh,"Eggs, Meat & Fish",Eggs,Gurugram,2018-09-04,2018,Sep,Q3,North,652,0.26,52.16,Haryana
OD4206,Ram,"Eggs, Meat & Fish",Mutton,Gurugram,2019-05-04,2019,May,Q2,North,1994,0.29,777.66,Haryana
OD4207,Harish,"Eggs, Meat & Fish",Eggs,Bhopal,2019-01-11,2019,Jan,Q1,Central,724,0.21,202.72,Madhya Pradesh
OD4208,Roshan,Oil & Masala,Masalas,Bhopal,2016-09-07,2016,Sep,Q3,Central,2486,0.34,248.6,Madhya Pradesh
OD4209,Sheeba,Beverages,Health Drinks,Mumbai,2018-03-04,2018,Mar,Q1,West,2415,0.1,917.7,Maharashtra
OD4210,Shree,Food Grains,Organic Staples,Mumbai,2018-06-03,2018,Jun,Q2,West,2362,0.17,307.06,Maharashtra
OD4211,Ganesh,Bakery,Cakes,Unknown,2017-06-06,2017,Jun,Q2,Others,1035,0.24,196.65,Andhra Pradesh
OD4212,Harish,"Eggs, Meat & Fish",Mutton,Amritsar,2017-06-06,2017,Jun,Q2,North,508,0.25,101.6,Punjab
OD4213,Haseena,Snacks,Chocolates,Ahmedabad,2019-07-05,2019,Jul,Q3,West,681,0.1,286.02,Gujarat
OD4214,Shree,Food Grains,Organic Staples,Bhopal,2019-03-12,2019,Mar,Q1,Central,1413,0.1,494.55,Madhya Pradesh
OD4215,Rumaiza,Beverages,Soft Drinks,Lucknow,2018-03-04,2018,Mar,Q1,North,1888,0.32,774.08,Uttar Pradesh
OD4216,Hussain,Bakery,Biscuits,Shimla,2019-03-06,2019,Mar,Q1,North,1452,0.17,304.92,Himachal Pradesh
OD4217,Jackson,Food Grains,Atta & Flour,Ranchi,2018-09-05,2018,Sep,Q3,East,1938,0.11,639.54,Jharkhand
OD4218,Malik,"Eggs, Meat & Fish",Fish,Amritsar,2018-05-12,2018,May,Q2,North,734,0.27,44.04,Punjab
OD4219,Harish,Fruits & Veggies,Organic Vegetables,Ranchi,2019-12-11,2019,Dec,Q4,East,2377,0.32,974.57,Jharkhand
OD4220,Shah,Oil & Masala,Masalas,Unknown,2018-09-06,2018,Sep,Q3,Others,2328,0.28,675.12,Andhra Pradesh
OD4221,Komal,"Eggs, Meat & Fish",Eggs,Gurugram,2016-09-07,2016,Sep,Q3,North,1452,0.16,217.8,Haryana
OD4222,Sudeep,Snacks,Chocolates,Patna,2019-06-05,2019,Jun,Q2,East,679,0.19,244.44,Bihar
OD4223,Haseena,"Eggs, Meat & Fish",Mutton,Ranchi,2019-02-09,2019,Feb,Q1,East,1559,0.12,249.44,Jharkhand
OD4224,Sheeba,"Eggs, Meat & Fish",Mutton,Kochi,2018-12-06,2018,Dec,Q4,South,2088,0.14,375.84,Kerala
OD4225,Adavan,"Eggs, Meat & Fish",Fish,Bhopal,2018-09-05,2018,Sep,Q3,Central,2298,0.31,873.24,Madhya Pradesh
OD4226,Ganesh,Bakery,Breads & Buns,Ahmedabad,2017-09-11,2017,Sep,Q3,West,1736,0.29,295.12,Gujarat
OD4227,Vinne,Bakery,Cakes,Bengaluru,2017-11-11,2017,Nov,Q4,South,758,0.1,234.98,Karnataka
OD4228,Mathew,Bakery,Biscuits,Bhopal,2018-09-04,2018,Sep,Q3,Central,584,0.27,52.56,Madhya Pradesh
OD4229,Akash,Bakery,Biscuits,Unknown,2016-09-07,2016,Sep,Q3,Others,1707,0.29,734.01,Andhra Pradesh
OD4230,Sharon,Food Grains,Organic Staples,Jaipur,2017-09-11,2017,Sep,Q3,West,790,0.32,71.1,Rajasthan
OD4231,Vince,Food Grains,Dals & Pulses,Dehradun,2016-11-11,2016,Nov,Q4,North,1095,0.28,153.3,Uttarakhand
OD4232,James,Bakery,Breads & Buns,Gurugram,2018-09-05,2018,Sep,Q3,North,1919,0.31,230.28,Haryana
OD4233,Ramesh,Fruits & Veggies,Fresh Vegetables,Lucknow,2019-12-06,2019,Dec,Q4,North,1149,0.21,68.94,Uttar Pradesh
OD4234,Sudeep,Snacks,Cookies,Ranchi,2017-05-09,2017,May,Q2,East,1533,0.14,76.65,Jharkhand
OD4235,Amy,Beverages,Health Drinks,Mumbai,2016-06-11,2016,Jun,Q2,West,1970,0.14,137.9,Maharashtra
OD4236,Yusuf,"Eggs, Meat & Fish",Eggs,Amritsar,2018-07-12,2018,Jul,Q3,North,2092,0.11,188.28,Punjab
OD4237,Sheeba,Food Grains,Atta & Flour,Unknown,2020-04-12,2020,Apr,Q2,Others,1964,0.27,255.32,Andhra Pradesh
OD4238,Vidya,Fruits & Veggies,Fresh Vegetables,Ahmedabad,2017-09-11,2017,Sep,Q3,West,2327,0.21,814.45,Gujarat
OD4239,Veena,Bakery,Cakes,Bhopal,2017-05-05,2017,May,Q2,Central,1179,0.16,389.07,Madhya Pradesh
OD4240,Veronica,Beverages,Soft Drinks,Mumbai,2018-04-02,2018,Apr,Q2,West,2281,0.26,433.39,Maharashtra
OD4241,Yadav,Food Grains,Rice,Jaipur,2019-04-06,2019,Apr,Q2,West,2053,0.28,225.83,Rajasthan
OD4242,Vinne,Fruits & Veggies,Organic Fruits,Shimla,2018-03-03,2018,Mar,Q1,North,2463,0.15,862.05,Himachal Pradesh
OD4243,Arvind,Oil & Masala,Masalas,Patna,2019-06-05,2019,Jun,Q2,East,761,0.23,197.86,Bihar
OD4244,Roshan,Snacks,Chocolates,Unknown,2019-10-09,2019,Oct,Q4,Others,2183,0.17,109.15,Andhra Pradesh
OD4245,Suresh,"Eggs, Meat & Fish",Fish,Unknown,2020-02-03,2020,Feb,Q1,Others,1988,0.32,258.44,Andhra Pradesh
OD4246,Ridhesh,Fruits & Veggies,Organic Vegetables,Unknown,2018-09-04,2018,Sep,Q3,Others,525,0.27,52.5,Andhra Pradesh
OD4247,Jonas,Snacks,Noodles,Shimla,2019-02-12,2019,Feb,Q1,North,915,0.21,155.55,Himachal Pradesh
OD4248,Malik,Beverages,Soft Drinks,Bhopal,2016-07-07,2016,Jul,Q3,Central,1875,0.33,412.5,Madhya Pradesh
OD4249,Adavan,Snacks,Cookies,Mumbai,2019-07-08,2019,Jul,Q3,West,770,0.22,300.3,Maharashtra
OD4250,Haseena,Food Grains,Rice,Unknown,2017-04-04,2017,Apr,Q2,Others,1931,0.34,386.2,Andhra Pradesh
OD4251,Suresh,Snacks,Cookies,Mumbai,2018-06-04,2018,Jun,Q2,West,1023,0.28,214.83,Maharashtra
OD4252,Amy,Bakery,Cakes,Lucknow,2018-05-07,2018,May,Q2,North,1654,0.22,330.8,Uttar Pradesh
OD4253,Amrish,Bakery,Biscuits,Lucknow,2019-12-11,2019,Dec,Q4,North,1107,0.14,265.68,Uttar Pradesh
OD4254,Ramesh,"Eggs, Meat & Fish",Mutton,Bhopal,2019-08-12,2019,Aug,Q3,Central,1179,0.27,436.23,Madhya Pradesh
OD4255,Arvind,Fruits & Veggies,Fresh Vegetables,New Delhi,2018-06-04,2018,Jun,Q2,North,1386,0.16,277.2,Delhi
OD4256,Harish,Snacks,Cookies,Amritsar,2018-10-07,2018,Oct,Q4,North,624,0.11,274.56,Punjab
OD4257,Vince,"Eggs, Meat & Fish",Fish,Mumbai,2018-05-07,2018,May,Q2,West,2224,0.15,934.08,Maharashtra
OD4258,Esther,Beverages,Health Drinks,Mumbai,2017-04-04,2017,Apr,Q2,West,665,0.26,146.3,Maharashtra
OD4259,Ramesh,Food Grains,Organic Staples,Unknown,2017-05-01,2017,May,Q2,Others,2173,0.26,934.39,Andhra Pradesh
OD4260,Esther,Snacks,Noodles,New Delhi,2016-07-07,2016,Jul,Q3,North,1430,0.34,143,Delhi
OD4261,Vince,Oil & Masala,Edible Oil & Ghee,Ranchi,2018-05-06,2018,May,Q2,East,1513,0.29,453.9,Jharkhand
OD4262,Haseena,Fruits & Veggies,Organic Fruits,Unknown,2017-04-04,2017,Apr,Q2,Others,980,0.33,186.2,Andhra Pradesh
OD4263,Amrish,Snacks,Noodles,Unknown,2018-06-12,2018,Jun,Q2,Others,2264,0.33,520.72,Andhra Pradesh
OD4264,Ridhesh,Beverages,Health Drinks,Shimla,2020-04-11,2020,Apr,Q2,North,1074,0.16,289.98,Himachal Pradesh
OD4265,Yusuf,Oil & Masala,Spices,Mumbai,2016-07-11,2016,Jul,Q3,West,1754,0.34,561.28,Maharashtra
OD4266,Ram,Food Grains,Dals & Pulses,Unknown,2019-08-07,2019,Aug,Q3,Others,1817,0.19,763.14,Andhra Pradesh
OD4267,Suresh,Bakery,Biscuits,Mumbai,2018-02-10,2018,Feb,Q1,West,2264,0.21,950.88,Maharashtra
OD4268,Veronica,Fruits & Veggies,Fresh Fruits,Kochi,2018-01-10,2018,Jan,Q1,South,1196,0.32,382.72,Kerala
OD4269,Vinne,"Eggs, Meat & Fish",Eggs,Gurugram,2019-11-10,2019,Nov,Q4,North,1640,0.24,114.8,Haryana
OD4270,Jackson,Fruits & Veggies,Fresh Fruits,Bengaluru,2017-06-09,2017,Jun,Q2,South,1960,0.1,235.2,Karnataka
OD4271,Muneer,Oil & Masala,Edible Oil & Ghee,Kochi,2019-03-09,2019,Mar,Q1,South,601,0.27,30.05,Kerala
OD4272,Arvind,Beverages,Soft Drinks,Kochi,2018-01-11,2018,Jan,Q1,South,1094,0.11,65.64,Kerala
OD4273,Willams,Fruits & Veggies,Organic Vegetables,Bhopal,2019-07-06,2019,Jul,Q3,Central,642,0.22,166.92,Madhya Pradesh
OD4274,Hafiz,Bakery,Cakes,Jaipur,2020-04-05,2020,Apr,Q2,West,1806,0.28,505.68,Rajasthan
OD4275,Ravi,Beverages,Soft Drinks,Lucknow,2019-05-10,2019,May,Q2,North,585,0.33,210.6,Uttar Pradesh
OD4276,Peer,Bakery,Cakes,Gurugram,2016-11-12,2016,Nov,Q4,North,1261,0.27,75.66,Haryana
OD4277,Ridhesh,Snacks,Cookies,Ranchi,2018-05-06,2018,May,Q2,East,1783,0.27,499.24,Jharkhand
OD4278,Shree,Food Grains,Organic Staples,Patna,2018-06-04,2018,Jun,Q2,East,979,0.23,58.74,Bihar
OD4279,Anu,Beverages,Health Drinks,Bengaluru,2018-10-11,2018,Oct,Q4,South,1091,0.35,349.12,Karnataka
OD4280,Sudha,Bakery,Breads & Buns,Amritsar,2018-10-07,2018,Oct,Q4,North,850,0.14,161.5,Punjab
OD4281,Veena,Bakery,Cakes,Gurugram,2018-02-11,2018,Feb,Q1,North,2482,0.23,843.88,Haryana
OD4282,Amrish,Oil & Masala,Spices,Kochi,2019-07-11,2019,Jul,Q3,South,606,0.3,30.3,Kerala
OD4283,Muneer,Beverages,Health Drinks,Bengaluru,2016-08-11,2016,Aug,Q3,South,663,0.16,99.45,Karnataka
OD4284,Willams,Food Grains,Atta & Flour,Bhopal,2018-02-11,2018,Feb,Q1,Central,2470,0.25,123.5,Madhya Pradesh
OD4285,Haseena,Fruits & Veggies,Organic Fruits,Lucknow,2019-12-12,2019,Dec,Q4,North,1024,0.22,430.08,Uttar Pradesh
OD4286,Ramesh,Food Grains,Rice,Lucknow,2019-08-12,2019,Aug,Q3,North,1423,0.15,270.37,Uttar Pradesh
OD4287,Rumaiza,Bakery,Cakes,Jaipur,2019-01-02,2019,Jan,Q1,West,1939,0.25,814.38,Rajasthan
OD4288,Malik,Bakery,Biscuits,Lucknow,2020-02-06,2020,Feb,Q1,North,569,0.24,147.94,Uttar Pradesh
OD4289,Malik,Beverages,Soft Drinks,New Delhi,2019-06-09,2019,Jun,Q2,North,2043,0.23,592.47,Delhi
OD4290,Roshan,Fruits & Veggies,Organic Vegetables,Bengaluru,2019-04-02,2019,Apr,Q2,South,941,0.16,329.35,Karnataka
OD4291,Krithika,Fruits & Veggies,Fresh Vegetables,Lucknow,2017-04-09,2017,Apr,Q2,North,2315,0.17,972.3,Uttar Pradesh
OD4292,Adavan,"Eggs, Meat & Fish",Chicken,Dehradun,2019-05-10,2019,May,Q2,North,2499,0.24,324.87,Uttarakhand
OD4293,Vinne,Snacks,Noodles,Bhopal,2018-01-11,2018,Jan,Q1,Central,2461,0.27,1058.23,Madhya Pradesh
OD4294,Peer,Bakery,Biscuits,Mumbai,2018-01-10,2018,Jan,Q1,West,2370,0.13,971.7,Maharashtra
OD4295,Amrish,Snacks,Cookies,Amritsar,2018-09-02,2018,Sep,Q3,North,1657,0.28,364.54,Punjab
OD4296,Ramesh,Beverages,Health Drinks,New Delhi,2017-11-05,2017,Nov,Q4,North,1146,0.27,320.88,Delhi
OD4297,Krithika,Beverages,Soft Drinks,Jaipur,2018-09-10,2018,Sep,Q3,West,1790,0.19,626.5,Rajasthan
OD4298,Muneer,Beverages,Soft Drinks,Jaipur,2016-11-09,2016,Nov,Q4,West,783,0.11,281.88,Rajasthan
OD4299,Peer,Food Grains,Organic Staples,Lucknow,2017-06-09,2017,Jun,Q2,North,960,0.21,192,Uttar Pradesh
OD4300,James,"Eggs, Meat & Fish",Eggs,Unknown,2018-02-11,2018,Feb,Q1,Others,1243,0.27,372.9,Andhra Pradesh
OD4301,Shah,Fruits & Veggies,Organic Fruits,Unknown,2019-11-07,2019,Nov,Q4,Others,2471,0.33,395.36,Andhra Pradesh
OD4302,Alan,Food Grains,Dals & Pulses,Ahmedabad,2017-04-12,2017,Apr,Q2,West,2171,0.23,933.53,Gujarat
OD4303,Arutra,Oil & Masala,Masalas,Ranchi,2016-05-03,2016,May,Q2,East,601,0.3,114.19,Jharkhand
OD4304,Yusuf,Snacks,Noodles,Patna,2016-08-11,2016,Aug,Q3,East,1055,0.25,369.25,Bihar
OD4305,Ravi,Bakery,Cakes,Ahmedabad,2019-01-11,2019,Jan,Q1,West,1312,0.24,157.44,Gujarat
OD4306,Peer,"Eggs, Meat & Fish",Eggs,Shimla,2020-02-06,2020,Feb,Q1,North,1268,0.26,152.16,Himachal Pradesh
OD4307,Surya,Fruits & Veggies,Organic Vegetables,Ranchi,2018-11-08,2018,Nov,Q4,East,1320,0.21,92.4,Jharkhand
OD4308,Alan,Food Grains,Rice,Amritsar,2016-05-11,2016,May,Q2,North,2050,0.19,348.5,Punjab
OD4309,Sabeela,Fruits & Veggies,Fresh Vegetables,Jaipur,2018-01-11,2018,Jan,Q1,West,1329,0.23,106.32,Rajasthan
OD4310,Sheeba,Food Grains,Organic Staples,Lucknow,2019-06-10,2019,Jun,Q2,North,1822,0.28,255.08,Uttar Pradesh
OD4311,Ravi,Food Grains,Dals & Pulses,Kochi,2018-01-10,2018,Jan,Q1,South,1014,0.19,395.46,Kerala
OD4312,Muneer,Beverages,Health Drinks,Lucknow,2018-11-08,2018,Nov,Q4,North,2137,0.25,683.84,Uttar Pradesh
OD4313,Sabeela,"Eggs, Meat & Fish",Eggs,Patna,2019-12-12,2019,Dec,Q4,East,1951,0.27,312.16,Bihar
OD4314,Sudha,Food Grains,Organic Staples,Lucknow,2018-04-04,2018,Apr,Q2,North,2173,0.25,804.01,Uttar Pradesh
OD4315,Haseena,Snacks,Cookies,Dehradun,2018-01-10,2018,Jan,Q1,North,1558,0.11,233.7,Uttarakhand
OD4316,Adavan,Bakery,Breads & Buns,Amritsar,2017-08-09,2017,Aug,Q3,North,771,0.2,246.72,Punjab
OD4317,James,Snacks,Chocolates,Jaipur,2019-08-12,2019,Aug,Q3,West,2472,0.12,1062.96,Rajasthan
OD4318,Komal,Snacks,Cookies,Hyderabad,2017-02-11,2017,Feb,Q1,South,874,0.26,305.9,Telangana
OD4319,Peer,"Eggs, Meat & Fish",Eggs,Lucknow,2019-11-10,2019,Nov,Q4,North,786,0.35,157.2,Uttar Pradesh
OD4320,Akash,Oil & Masala,Edible Oil & Ghee,Jaipur,2017-04-12,2017,Apr,Q2,West,658,0.26,65.8,Rajasthan
OD4321,Jonas,Food Grains,Atta & Flour,New Delhi,2018-02-11,2018,Feb,Q1,North,1797,0.16,125.79,Delhi
OD4322,Jackson,Beverages,Health Drinks,Shimla,2018-01-11,2018,Jan,Q1,North,1887,0.28,434.01,Himachal Pradesh
OD4323,Akash,Bakery,Cakes,Amritsar,2020-02-06,2020,Feb,Q1,North,563,0.1,50.67,Punjab
OD4324,Malik,Oil & Masala,Spices,Unknown,2017-04-12,2017,Apr,Q2,Others,2302,0.32,644.56,Andhra Pradesh
OD4325,Jackson,"Eggs, Meat & Fish",Eggs,Bengaluru,2018-11-08,2018,Nov,Q4,South,2389,0.29,812.26,Karnataka
OD4326,Amy,Snacks,Cookies,Shimla,2018-11-01,2018,Nov,Q4,North,618,0.21,210.12,Himachal Pradesh
OD4327,Ramesh,Bakery,Breads & Buns,Shimla,2019-04-02,2019,Apr,Q2,North,2301,0.14,138.06,Himachal Pradesh
OD4328,Ram,Beverages,Health Drinks,Bengaluru,2016-07-11,2016,Jul,Q3,South,958,0.22,373.62,Karnataka
OD4329,Verma,"Eggs, Meat & Fish",Chicken,Unknown,2017-04-02,2017,Apr,Q2,Others,1044,0.2,281.88,Andhra Pradesh
OD4330,James,Oil & Masala,Edible Oil & Ghee,Bhopal,2019-07-11,2019,Jul,Q3,Central,744,0.22,74.4,Madhya Pradesh
OD4331,Vince,Food Grains,Dals & Pulses,Amritsar,2016-07-11,2016,Jul,Q3,North,1989,0.32,676.26,Punjab
OD4332,Vinne,Beverages,Health Drinks,Shimla,2016-05-03,2016,May,Q2,North,562,0.28,241.66,Himachal Pradesh
OD4333,Muneer,Snacks,Chocolates,Lucknow,2016-05-11,2016,May,Q2,North,603,0.31,108.54,Uttar Pradesh
OD4334,Ganesh,Food Grains,Rice,Bhopal,2017-06-09,2017,Jun,Q2,Central,1075,0.17,419.25,Madhya Pradesh
OD4335,Sheeba,Beverages,Health Drinks,Bhopal,2020-06-06,2020,Jun,Q2,Central,2475,0.32,272.25,Madhya Pradesh
OD4336,Sharon,Oil & Masala,Spices,Lucknow,2018-04-11,2018,Apr,Q2,North,2398,0.34,287.76,Uttar Pradesh
OD4337,Amrish,Food Grains,Dals & Pulses,Mumbai,2018-10-07,2018,Oct,Q4,West,1593,0.24,461.97,Maharashtra
OD4338,Hussain,Bakery,Biscuits,Unknown,2017-05-08,2017,May,Q2,Others,1019,0.19,448.36,Andhra Pradesh
OD4339,Ravi,"Eggs, Meat & Fish",Chicken,Amritsar,2017-04-04,2017,Apr,Q2,North,799,0.35,359.55,Punjab
OD4340,Amy,Bakery,Breads & Buns,Bengaluru,2017-03-07,2017,Mar,Q1,South,2425,0.29,848.75,Karnataka
OD4341,Esther,"Eggs, Meat & Fish",Fish,Unknown,2018-04-08,2018,Apr,Q2,Others,1595,0.12,622.05,Andhra Pradesh
OD4342,Sheeba,Beverages,Soft Drinks,Lucknow,2018-11-01,2018,Nov,Q4,North,2231,0.18,468.51,Uttar Pradesh
OD4343,Yusuf,"Eggs, Meat & Fish",Eggs,Unknown,2019-02-05,2019,Feb,Q1,Others,2325,0.18,813.75,Andhra Pradesh
OD4344,Jonas,Oil & Masala,Edible Oil & Ghee,Unknown,2019-12-08,2019,Dec,Q4,Others,1720,0.28,309.6,Andhra Pradesh
OD4345,Sudeep,Bakery,Biscuits,Shimla,2019-08-12,2019,Aug,Q3,North,661,0.23,52.88,Himachal Pradesh
OD4346,Shah,Oil & Masala,Spices,Jaipur,2017-04-04,2017,Apr,Q2,West,2381,0.14,333.34,Rajasthan
OD4347,Aditi,Bakery,Breads & Buns,Lucknow,2020-04-04,2020,Apr,Q2,North,1101,0.18,132.12,Uttar Pradesh
OD4348,Ramesh,Bakery,Breads & Buns,Unknown,2019-02-05,2019,Feb,Q1,Others,1509,0.24,105.63,Andhra Pradesh
OD4349,Harish,Fruits & Veggies,Fresh Vegetables,Shimla,2018-11-09,2018,Nov,Q4,North,1135,0.16,465.35,Himachal Pradesh
OD4350,Yadav,Oil & Masala,Spices,Bhopal,2020-04-04,2020,Apr,Q2,Central,1444,0.12,563.16,Madhya Pradesh
OD4351,Vinne,"Eggs, Meat & Fish",Eggs,Mumbai,2017-08-09,2017,Aug,Q3,West,524,0.28,31.44,Maharashtra
OD4352,Arutra,"Eggs, Meat & Fish",Eggs,Kochi,2018-02-07,2018,Feb,Q1,South,1108,0.3,487.52,Kerala
OD4353,Adavan,"Eggs, Meat & Fish",Mutton,New Delhi,2020-02-06,2020,Feb,Q1,North,950,0.18,199.5,Delhi
OD4354,Ramesh,Food Grains,Dals & Pulses,Shimla,2017-04-08,2017,Apr,Q2,North,1414,0.22,452.48,Himachal Pradesh
OD4355,Akash,"Eggs, Meat & Fish",Chicken,Mumbai,2020-05-09,2020,May,Q2,West,1964,0.14,549.92,Maharashtra
OD4356,Sudha,Bakery,Biscuits,Gurugram,2017-04-04,2017,Apr,Q2,North,520,0.34,135.2,Haryana
OD4357,Komal,Bakery,Biscuits,Unknown,2019-04-11,2019,Apr,Q2,Others,885,0.26,115.05,Andhra Pradesh
OD4358,Shah,Food Grains,Dals & Pulses,New Delhi,2017-03-05,2017,Mar,Q1,North,1546,0.31,170.06,Delhi
OD4359,Suresh,Fruits & Veggies,Organic Vegetables,Ranchi,2019-05-07,2019,May,Q2,East,1320,0.34,343.2,Jharkhand
OD4360,Veronica,Bakery,Biscuits,Mumbai,2017-03-09,2017,Mar,Q1,West,816,0.23,81.6,Maharashtra
OD4361,Adavan,Beverages,Health Drinks,Amritsar,2020-02-11,2020,Feb,Q1,North,1672,0.13,635.36,Punjab
OD4362,Sabeela,Snacks,Noodles,Ahmedabad,2017-04-04,2017,Apr,Q2,West,2352,0.16,1011.36,Gujarat
OD4363,Amy,Beverages,Soft Drinks,Jaipur,2019-04-11,2019,Apr,Q2,West,533,0.26,159.9,Rajasthan
OD4364,Ravi,Oil & Masala,Masalas,Lucknow,2017-04-04,2017,Apr,Q2,North,1020,0.16,346.8,Uttar Pradesh
OD4365,Vinne,"Eggs, Meat & Fish",Fish,Amritsar,2017-05-09,2017,May,Q2,North,1085,0.19,162.75,Punjab
OD4366,Sheeba,Fruits & Veggies,Fresh Fruits,Patna,2017-02-12,2017,Feb,Q1,East,1851,0.34,296.16,Bihar
OD4367,Roshan,"Eggs, Meat & Fish",Chicken,Ahmedabad,2019-02-08,2019,Feb,Q1,West,1882,0.32,319.94,Gujarat
OD4368,Vinne,Oil & Masala,Spices,Ranchi,2016-01-10,2016,Jan,Q1,East,2435,0.35,681.8,Jharkhand
OD4369,Shah,Bakery,Biscuits,Bhopal,2019-08-12,2019,Aug,Q3,Central,1439,0.26,532.43,Madhya Pradesh
OD4370,Malik,Food Grains,Organic Staples,Mumbai,2019-06-10,2019,Jun,Q2,West,1891,0.33,775.31,Maharashtra
OD4371,Harish,Bakery,Cakes,Unknown,2019-02-12,2019,Feb,Q1,Others,1477,0.14,295.4,Andhra Pradesh
OD4372,Veronica,Oil & Masala,Edible Oil & Ghee,Patna,2016-08-11,2016,Aug,Q3,East,1404,0.34,126.36,Bihar
OD4373,Alan,Food Grains,Dals & Pulses,Ahmedabad,2019-07-06,2019,Jul,Q3,West,1243,0.31,534.49,Gujarat
OD4374,Anu,"Eggs, Meat & Fish",Mutton,Ranchi,2018-03-12,2018,Mar,Q1,East,1382,0.28,179.66,Jharkhand
OD4375,Vince,Food Grains,Atta & Flour,Lucknow,2018-11-02,2018,Nov,Q4,North,678,0.24,54.24,Uttar Pradesh
OD4376,Arutra,Fruits & Veggies,Fresh Fruits,Lucknow,2016-11-11,2016,Nov,Q4,North,2168,0.13,802.16,Uttar Pradesh
OD4377,Muneer,Fruits & Veggies,Organic Fruits,Shimla,2017-04-04,2017,Apr,Q2,North,788,0.23,346.72,Himachal Pradesh
